dataset,model,train_windows,val_windows,test_windows,look_back,horizon,training_time,inference_time,parameter_count,status,MAE,RMSE,MSE,R2,Skill_MAE,MAE@1,Skill@1,MAE@2,Skill@2,MAE@3,Skill@3,MAE@4,Skill@4,MAE@5,Skill@5,MAE@6,Skill@6
DD-EN-09#.xls,DeBiaFuseV2-direct,755,107,220,24,6,71.92757279199941,0.0977208750009595,127500,ok,1.9270405769348145,2.652927699576622,7.038025379180908,0.6305438280105591,-0.20034795948789208,1.1159348487854004,-0.5042990233692355,1.7124005556106567,-0.3496171608882601,1.9219969511032104,-0.19394188614760788,2.114544153213501,-0.14612088527833977,2.2527520656585693,-0.11234097267251619,2.4446144104003906,-0.14138775357540267
DD-ES-09#.xls,DeBiaFuseV2-direct,755,107,220,24,6,70.16676649999863,0.10914387500088196,127500,ok,2.0918047428131104,2.738802393625828,7.501038551330566,0.632439136505127,-0.22146743462136187,1.6198841333389282,-1.0085485353017303,1.897699236869812,-0.39807351246950096,2.0331249237060547,-0.1863267693967252,2.2192795276641846,-0.1277521292405197,2.32704496383667,-0.08337615075640037,2.4537956714630127,-0.07542009916008907
DD-WN-09#.xls,DeBiaFuseV2-direct,755,107,220,24,6,88.04367312500108,0.10335554199991748,127500,ok,1.6563080549240112,2.3437017817305623,5.492938041687012,0.47698360681533813,-0.19942004644151945,0.9344983100891113,-0.447156427173232,1.3985061645507812,-0.2717944092526938,1.6442910432815552,-0.18015783279580178,1.8142540454864502,-0.14284184538683697,1.906157374382019,-0.10136249984244117,2.2401413917541504,-0.2250152640693781
DD-WS-09#.xls,DeBiaFuseV2-direct,755,107,220,24,6,59.139514374997816,0.10174958300194703,127500,ok,2.749178647994995,3.421418738756349,11.706106185913086,0.4296894669532776,-0.3922601028707742,2.0241286754608154,-1.1575915557763174,2.4048612117767334,-0.5335767176895028,3.200714349746704,-0.6080618167566159,2.9141147136688232,-0.28473791003258864,2.9820618629455566,-0.21096421714660818,2.969191789627075,-0.13319871830919006
